,cow_code,state_name,year,num_trade_states,export_dollars,import_dollars,military_expenditure,military_personnel,prim_energy_consumption,total_pop,cinc_score,num_alliances,pre_1816_alliances,num_in_effect_1231_2012,defense_treaties,neutrality_treaties,nonaggression_treaties,entente_treaties,num_conflicts,avg_cum_duration,num_wars,ongoing_2010,revision_pct,avg_hostility_level,majority_religion,un_region,un_continent,election_type,legislation_type,legislature_status,party_legal_status,party_existance,party_existance_outside_regime,legislature_parties,incumbent_type,collective_leadership,num_leadership_changes,leader_tenure,military_leader,royal_leader,nominal_vs_eff_diff,communist_leader,leader_died,democratic_regime,cabinet_assembly,popular_election,regime_type,transition_to_democracy,transition_to_dictatorship,age_govt,num_transitions_ever
3219,315,Czechoslovakia,1975,149.0,3920450001.0,3940490005.0,3778500000.0,210000.0,196750000000.0,14802000.0,0.0095648,11.0,0.0,0.0,11.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Eastern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,One party outside regime,Legislature with multiple parties,Democratic incumbent,No,0,7,No,No,Yes,Yes,No,No,No,No,Civilian dictatorship,No,No,30.0,1
3220,220,France,1975,149.0,53266870400.0,50448470100.0,13034714000.0,585000.0,484056000000.0,52699000.0,0.023470599999999998,26.0,0.0,20.0,24.0,0.0,14.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Western Europe,Europe,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,Yes,Yes,Mixed (semi‐presidential) democracy,No,No,101.0,0
3221,205,Ireland,1975,149.0,3705240000.0,3341319997.0,129971000.0,11000.0,10494000000.0,3177000.0,0.0005133999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Northern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,3,No,No,No,No,No,Yes,Yes,Yes,Mixed (semi‐presidential) democracy,No,No,55.0,0
3222,55,Grenada,1975,149.0,21180000.0,11340000.0,1700000.0,0.0,6000000.0,105000.0,5.13e-06,23.0,0.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Caribbean,Americas,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,9,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,2.0,0
3223,211,Belgium,1975,149.0,29222565196.699993,27783399740.29999,1927703000.0,103000.0,149562000000.0,9795000.0,0.0064659999999999995,20.0,0.0,19.0,20.0,0.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Western Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,57.0,0
3224,91,Honduras,1975,149.0,401800000.8,330539999.8,21400000.0,12000.0,4092000000.0,3093000.0,0.0003455,23.0,0.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Central America,Americas,Nonelective,No legislature exists,Closed,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,1,1,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,4.0,2
3225,235,Portugal,1975,149.0,3740509992.0,2168410000.0,778695000.0,104000.0,20444000000.0,9093000.0,0.0018817,16.0,1.0,14.0,15.0,1.0,16.0,14.0,1.0,0.4191780821917808,0.0,0.0,0.0,4.0,Christianity,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,44.0,1
3226,140,Brazil,1975,149.0,14898310000.0,9291029970.0,1380583000.0,455000.0,259586000000.0,108032000.0,0.0211149,23.0,0.0,23.0,23.0,0.0,23.0,23.0,1.0,0.16712328767123288,0.0,0.0,1.0,4.0,Christianity,South America,Americas,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Rules rewritten unconstitutionally,No,0,2,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,12.0,1
3227,52,Trinidad and Tobago,1975,149.0,1455790000.3,1682480000.3,5991000.0,1000.0,38360000000.0,1012000.0,0.00039930000000000006,23.0,0.0,23.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Caribbean,Americas,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Only members from regime party,Democratic incumbent,No,0,20,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,14.0,0
3228,155,Chile,1975,149.0,1533509997.4,1689880002.0,332112000.0,110000.0,24412000000.0,10350000.0,0.0025804,23.0,0.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,South America,Americas,Nonelective,No legislature exists,Closed,Multiple parties legally allowed,No parties,No parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,3,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,3.0,2
3229,41,Haiti,1975,149.0,130499999.5,139260000.4,10180000.0,6000.0,4448000000.0,4920000.0,0.00038339999999999994,23.0,0.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Caribbean,Americas,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,5,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,106.0,0
3230,2,United States of America,1975,149.0,101429649950.0,112992109680.0,90948000000.0,2098000.0,4787532000000.0,215973000.0,0.1439478,58.0,0.0,44.0,46.0,0.0,44.0,52.0,2.0,0.26164383561643834,0.0,0.0,0.0,4.0,Christianity,Northern America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,Yes,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,106.0,0
3231,290,Poland,1975,149.0,13725539950.0,10033910010.0,5982600000.0,435000.0,378220000000.0,34022000.0,0.015730200000000003,11.0,0.0,0.0,11.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Eastern Europe,Europe,Nonelective,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,One party outside regime,Legislature with multiple parties,Democratic incumbent,No,0,6,No,No,Yes,Yes,No,No,No,No,Civilian dictatorship,No,No,31.0,1
3232,95,Panama,1975,149.0,874299999.7,617639999.5,14700000.0,8000.0,12670000000.0,1723000.0,0.00032889999999999997,23.0,0.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Central America,Americas,Nonelective,Elective legislature,Elected,All parties legally banned,No parties,No parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,8,Yes,No,Yes,No,No,No,No,No,Military dictatorship,No,No,8.0,2
3233,100,Colombia,1975,149.0,1484609994.6,1725590004.2,130072000.0,50000.0,46822000000.0,23502000.0,0.0035834000000000005,24.0,0.0,24.0,23.0,0.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,South America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,18.0,1
3234,92,El Salvador,1975,149.0,591350004.3,582050000.2,27880000.0,8000.0,5362000000.0,4005000.0,0.0004345,23.0,0.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Central America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,4,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,31.0,0
3235,345,Yugoslavia,1975,149.0,7695229997.0,4156230005.0,1657368000.0,270000.0,80476000000.0,21352000.0,0.005425899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Southern Europe,Europe,Indirect election,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,36,No,No,No,Yes,No,No,No,No,Civilian dictatorship,No,No,46.0,1
3236,310,Hungary,1975,149.0,5356550000.0,4887639999.0,1712200000.0,118000.0,77328000000.0,10532000.0,0.004169600000000001,6.0,0.0,0.0,6.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Eastern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,20,No,No,Yes,Yes,No,No,No,No,Civilian dictatorship,No,No,31.0,0
3237,165,Uruguay,1975,149.0,552330000.2,415610000.3,94824000.0,25000.0,7262000000.0,2829000.0,0.0006271,23.0,0.0,23.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,South America,Americas,Nonelective,Non‐elective legislature,Closed,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,3,Yes,No,Yes,No,No,No,No,No,Military dictatorship,No,No,3.0,1
3238,93,Nicaragua,1975,149.0,511370000.4,468860002.7,27185000.0,5000.0,4318000000.0,2408000.0,0.00029049999999999996,23.0,0.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Central America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,9,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,39.0,0
3239,200,United Kingdom,1975,149.0,52322320310.0,43204389920.0,11475228000.0,348000.0,684628000000.0,56226000.0,0.028055200000000002,31.0,1.0,20.0,21.0,0.0,19.0,30.0,3.0,0.20273972602739726,0.0,0.0,0.0,2.6666666666666665,Christianity,Northern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,65.0,0
3240,265,German Democratic Republic,1975,149.0,3341030004.0,3555610003.0,4404000000.0,220000.0,289956000000.0,16850000.0,0.009116899999999999,11.0,0.0,0.0,11.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Western Europe,Europe,Nonelective,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,One party outside regime,Legislature with multiple parties,Democratic incumbent,No,0,5,No,No,Yes,Yes,No,No,No,No,Civilian dictatorship,No,No,27.0,1
3241,260,German Federal Republic,1975,149.0,73980420100.0,89284059600.0,15278218000.0,491000.0,716706000000.0,61847000.0,0.033488800000000006,20.0,0.0,6.0,20.0,0.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Western Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,27.0,1
3242,305,Austria,1975,149.0,9333099958.0,7721380038.0,456221000.0,50000.0,50324000000.0,7579000.0,0.0028151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Western Europe,Europe,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,6,No,No,No,No,No,Yes,Yes,Yes,Mixed (semi‐presidential) democracy,No,No,31.0,1
3243,70,Mexico,1975,149.0,6501310001.0,4574629999.0,586200000.0,95000.0,172494000000.0,59099000.0,0.0101887,23.0,0.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Central America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,6,No,No,No,No,No,No,No,Yes,Civilian dictatorship,No,No,106.0,0
3244,160,Argentina,1975,149.0,3947960003.0,3567460001.0,628415000.0,160000.0,102224000000.0,26049000.0,0.005882899999999999,23.0,0.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,South America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,3.0,4
3245,115,Suriname,1975,149.0,298039999.8,285400000.0,0.0,1000.0,406000000.0,364000.0,5.02e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,South America,Americas,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,3,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,1.0,0
3246,230,Spain,1975,149.0,16189669990.0,8056230030.0,1795321000.0,375000.0,179796000000.0,35596000.0,0.012004899999999999,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0821917808219178,0.0,0.0,0.5,3.0,Christianity,Southern Europe,Europe,Nonelective,Non‐elective legislature,Appointed,Legally single party state,One party,One party outside regime,No legislature or all nonpartisan,Democratic incumbent,No,1,1,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,39.0,1
3247,53,Barbados,1975,149.0,203950000.0,94950000.0,1000000.0,0.0,672000000.0,246000.0,1.67e-05,23.0,0.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Caribbean,Americas,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,15,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,10.0,0
3248,338,Malta,1975,149.0,367420004.2,134269999.9,2000000.0,3000.0,84000000.0,304000.0,3.3100000000000005e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Southern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,5,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,12.0,0
3249,42,Dominican Republic,1975,149.0,806010000.4,976720006.0,57200000.0,18000.0,6508000000.0,4697000.0,0.0006786,23.0,0.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Caribbean,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,10,No,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,10.0,0
3250,731,North Korea,1976,150.0,327300000.2,243220000.1,1003962000.0,500000.0,82260000000.0,16621000.0,0.0067056,2.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,0.08127853881278539,0.0,0.0,0.6666666666666666,3.0,Non-Religious,Eastern Asia,Asia,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,29,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,29.0,0
3251,517,Rwanda,1976,150.0,103420002.7,96269999.7,9457000.0,4000.0,3214000000.0,4288000.0,0.0002517,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Eastern Africa,Africa,Nonelective,No legislature exists,Closed,Legally single party state,One party,One party outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,4,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,15.0,0
3252,145,Bolivia,1976,150.0,538330000.2,441350001.2,66250000.0,22000.0,4798000000.0,4873000.0,0.0006689,25.0,0.0,25.0,23.0,1.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,South America,Americas,Nonelective,No legislature exists,Closed,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,6,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,107.0,0
3253,820,Malaysia,1976,150.0,3565429996.0,6106840004.0,479619000.0,80000.0,21012000000.0,12240000.0,0.0017535999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Islam,South-Eastern Asia,Asia,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,One party outside regime,Legislature with multiple parties,Democratic incumbent,No,1,1,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,20.0,0
3254,380,Sweden,1976,150.0,18967140060.0,18486459960.0,2472049000.0,66000.0,69890000000.0,8222000.0,0.0040891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Northern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,1,1,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,59.0,0
3255,830,Singapore,1976,150.0,9167860001.0,4339929994.0,313259000.0,35000.0,72568000000.0,2293000.0,0.0015236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Islam,South-Eastern Asia,Asia,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Only members from regime party,Democratic incumbent,No,0,18,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,12.0,0
3256,640,Turkey,1976,150.0,5115320001.0,2050980002.0,2534791000.0,674000.0,59082000000.0,40916000.0,0.0097376,19.0,0.0,14.0,14.0,0.0,4.0,18.0,1.0,0.2493150684931507,0.0,0.0,1.0,3.0,Islam,Western Asia,Asia,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,16.0,0
3257,420,Gambia,1976,150.0,67879999.8,38690000.0,0.0,0.0,160000000.0,538000.0,2.3100000000000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Islam,Western Africa,Africa,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,15,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,12.0,0
3258,438,Guinea,1976,150.0,105170000.2,231680000.0,,10000.0,5322000000.0,4200000.0,0.00040730000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Islam,Western Africa,Africa,Direct election,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,19,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,19.0,0
3259,305,Austria,1976,150.0,11441130000.0,8700270041.0,499028000.0,40000.0,55196000000.0,7566000.0,0.0027818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Western Europe,Europe,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,7,No,No,No,No,No,Yes,Yes,Yes,Mixed (semi‐presidential) democracy,No,No,32.0,1
3260,52,Trinidad and Tobago,1976,150.0,1958760000.2,2072020000.4,6564000.0,1000.0,54152000000.0,1023000.0,0.0005157,23.0,0.0,23.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Caribbean,Americas,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,21,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,15.0,0
3261,698,Oman,1976,150.0,663900000.3,1985759996.6,784597000.0,12000.0,102000000.0,924000.0,0.0004346,20.0,0.0,17.0,0.0,0.0,20.0,20.0,1.0,0.3643835616438356,0.0,0.0,0.0,4.0,Islam,Western Asia,Asia,Nonelective,No legislature exists,Closed,All parties legally banned,No parties,No parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,7,No,Yes,No,No,No,No,No,No,Royal dictatorship,No,No,7.0,0
3262,205,Ireland,1976,150.0,4116909997.0,3457410039.0,129697000.0,14000.0,9082000000.0,3228000.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Northern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,4,No,No,No,No,No,Yes,Yes,Yes,Mixed (semi‐presidential) democracy,No,No,56.0,0
3263,41,Haiti,1976,150.0,186619999.9,207780000.3,11160000.0,6000.0,4596000000.0,5007000.0,0.0003799,23.0,0.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Caribbean,Americas,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,6,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,107.0,0
3264,620,Libya,1976,150.0,3178610005.0,9490699998.0,1165147000.0,25000.0,14716000000.0,2324000.0,0.0011237999999999999,40.0,0.0,31.0,19.0,0.0,37.0,38.0,1.0,0.31232876712328766,0.0,0.0,1.0,4.0,Islam,Northern Africa,Africa,Indirect election,Elective legislature,Appointed,All parties legally banned,No parties,No parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,8,Yes,No,Yes,No,No,No,No,No,Military dictatorship,No,No,26.0,0
3265,92,El Salvador,1976,150.0,711569999.6,806479999.5,37920000.0,8000.0,5652000000.0,4122000.0,0.00043869999999999993,23.0,0.0,23.0,23.0,0.0,23.0,23.0,1.0,0.08493150684931507,0.0,0.0,1.0,4.0,Christianity,Central America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Only members from regime party,Democratic incumbent,No,0,5,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,32.0,0
3266,712,Mongolia,1976,150.0,11900000.0,16700000.0,121131000.0,25000.0,3584000000.0,1490000.0,0.0003734,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Non-Religious,Eastern Asia,Asia,Indirect election,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,19,No,No,Yes,Yes,No,No,No,No,Civilian dictatorship,No,No,56.0,0
3267,155,Chile,1976,150.0,1525250000.5,2240679999.0,388004000.0,111000.0,24976000000.0,10510000.0,0.0025756,23.0,0.0,23.0,23.0,0.0,23.0,23.0,1.0,0.0027397260273972603,0.0,0.0,0.0,4.0,Christianity,South America,Americas,Nonelective,No legislature exists,Closed,Multiple parties legally allowed,No parties,No parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,4,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,4.0,2
3268,910,Papua New Guinea,1976,150.0,389499999.8,537389999.8,25000000.0,4000.0,3306000000.0,2751000.0,0.0001753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Melanesia,Oceania,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,5,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,2.0,0
3269,230,Spain,1976,150.0,17405010050.0,9303280030.0,1898689000.0,368000.0,201442000000.0,35971000.0,0.011836399999999999,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Southern Europe,Europe,Indirect election,Non‐elective legislature,Appointed,Legally single party state,One party,One party outside regime,No legislature or all nonpartisan,Democratic incumbent,No,2,1,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,40.0,1
3270,625,Sudan,1976,150.0,979210000.0,609239999.5,149339000.0,50000.0,19904000000.0,16126000.0,0.0014875,39.0,0.0,31.0,19.0,0.0,37.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,Islam,Northern Africa,Africa,Direct election,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,8,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,8.0,2
3271,900,Australia,1976,150.0,11603810042.0,14567510038.0,2751572000.0,71000.0,197028000000.0,14033000.0,0.0075292,7.0,0.0,1.0,2.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Australia and New Zealand,Oceania,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,76.0,0
3272,42,Dominican Republic,1976,150.0,808110000.2,743210005.0,67400000.0,18000.0,6974000000.0,4835000.0,0.0006979,23.0,0.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Caribbean,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,11,No,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,11.0,0
3273,690,Kuwait,1976,150.0,3290489996.0,9312829983.0,855285000.0,25000.0,68046000000.0,1070000.0,0.0011854,37.0,0.0,31.0,17.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,Islam,Western Asia,Asia,Nonelective,No legislature exists,Closed,All parties legally banned,No parties,No parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,12,No,Yes,No,No,Yes,No,No,No,Royal dictatorship,No,No,16.0,0
3274,260,German Federal Republic,1976,150.0,86950100500.0,99135710500.0,15457506000.0,493000.0,788778000000.0,61574000.0,0.0333957,20.0,0.0,6.0,20.0,0.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Western Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,3,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,28.0,1
3275,483,Chad,1976,150.0,70990000.3,83699999.9,25010000.0,11000.0,428000000.0,4116000.0,0.000297,3.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.31232876712328766,0.0,0.0,0.0,1.0,Islam,Middle Africa,Africa,Nonelective,No legislature exists,Closed,All parties legally banned,No parties,No parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,2,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,17.0,0
